task_id,input_size,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
1,623266,hu-worker-c27,74/a98303,nf-74a9830367db44c2d9d046326eab1ec3,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_TILE_ALLOW_LIST,-,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_TILE_ALLOW_LIST,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946445353,1718946428000,1718946432000,-13353,2373,-,1405.4,0.0,29450240,34934784,29593600,35033088,243182514,5374900,90372,2845,45056,7225344,404,18,/input/data/work/74/a9830367db44c2d9d046326eab1ec3,true,-
2,623266,hu-worker-c25,44/52ca03,nf-4452ca03b66849b103836e752bf79db7,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_ANALYSIS_MASK,-,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:FORCE_GENERATE_ANALYSIS_MASK,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946445418,1718946428000,1718946431000,-14418,1567,-,1090.2,0.0,29310976,35065856,29470720,35151872,240937967,4262160,87604,2512,2863104,5914624,399,18,/input/data/work/44/52ca03b66849b103836e752bf79db7,true,-
23,3417443860,hu-worker-c34,3e/0a85ab,nf-3e0a85ab9da2ff4a5c26e33b5afe2499,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19920420_20200914_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19920420_20200914_02_T1),COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946459796,1718946436000,1718946437000,-22796,131,-,65.0,0.0,3121152,4079616,3125248,4128768,476782,29073,903,35,0,49152,3,3,/input/data/work/3e/0a85ab9da2ff4a5c26e33b5afe2499,true,-
10,3383126043,hu-worker-c34,47/5a278b,nf-475a278b4d6f3a7267177205dccbfa61,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19920216_20200914_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19920216_20200914_02_T1),COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946460744,1718946436000,1718946437000,-23744,148,-,64.0,0.0,3117056,4079616,3121152,4128768,476782,29073,903,35,0,49152,3,3,/input/data/work/47/5a278b4d6f3a7267177205dccbfa61,true,-
24,3390766991,hu-worker-c41,5d/f8e7cc,nf-5df8e7ccf687754c56dfef77d5cdff47,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19920506_20200914_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19920506_20200914_02_T1),COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946460852,1718946461000,1718946461000,148,111,-,91.2,0.0,14700544,168202240,14708736,168251392,477252,29067,903,35,995328,49152,8,0,/input/data/work/5d/f8e7ccf687754c56dfef77d5cdff47,true,-
26,3372452033,hu-worker-c24,82/4dbab6,nf-824dbab67a87d5fa8c695fd18260f436,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19860607_20200917_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19860607_20200917_02_T1),COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946461008,1718946438000,1718946438000,-23008,122,-,78.0,0.0,2998272,4079616,3006464,4128768,477180,29086,903,35,0,49152,5,5,/input/data/work/82/4dbab67a87d5fa8c695fd18260f436,true,-
21,3335640443,hu-worker-c42,13/e8d4b7,nf-13e8d4b7c0a414940b057eef40079ec3,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19991204_20200907_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19991204_20200907_02_T1),COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946461291,1718946438000,1718946439000,-22291,131,-,82.1,0.0,3104768,4079616,3108864,4128768,476866,29073,903,35,0,49152,5,0,/input/data/work/13/e8d4b7c0a414940b057eef40079ec3,true,-
29,3358215683,hu-worker-c41,0c/e1d661,nf-0ce1d661fa4d5f4579c422cc72108fc3,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19900922_20200915_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19900922_20200915_02_T1),COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946461392,1718946462000,1718946462000,608,99,-,112.6,0.0,15544320,168202240,15552512,168251392,477251,29068,903,35,0,49152,2,0,/input/data/work/0c/e1d661fa4d5f4579c422cc72108fc3,true,-
9,3364428909,hu-worker-c27,50/f5fd00,nf-50f5fd00c75dc32fdc8ff7ff776f772f,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_20060614_20200901_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_20060614_20200901_02_T1),COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946461498,1718946439000,1718946439000,-22498,137,-,83.3,0.0,2977792,4079616,2981888,4128768,477754,29073,903,35,4198400,49152,5,0,/input/data/work/50/f5fd00c75dc32fdc8ff7ff776f772f,true,-
20,3334340824,hu-worker-c25,ae/ba8d17,nf-aeba8d17b90e9451e029cebebf3a0a23,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19870728_20201014_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19870728_20201014_02_T1),COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,14400000,-,6442450944,1,1718946461592,1718946438000,1718946438000,-23592,134,-,78.9,0.0,3006464,4079616,3014656,4128768,477485,29086,903,35,0,49152,3,2,/input/data/work/ae/ba8d17b90e9451e029cebebf3a0a23,true,-
