
  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
 \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
  '  |____| .__|_| |_|_| |_\__, | / / / /
 =========|_|==============|___/=/_/_/_/
 :: Spring Boot ::                (v3.1.5)

2024-05-19T03:42:04.246Z  INFO 1 --- [           main] cws.k8s.scheduler.Main                   : Starting Main v1.2-SNAPSHOT using Java 17-ea with PID 1 (/app/cws-k8s-scheduler.jar started by root in /app)
2024-05-19T03:42:04.250Z  INFO 1 --- [           main] cws.k8s.scheduler.Main                   : No active profile set, falling back to 1 default profile: "default"
2024-05-19T03:42:06.287Z  INFO 1 --- [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8080 (http)
2024-05-19T03:42:06.314Z  INFO 1 --- [           main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2024-05-19T03:42:06.315Z  INFO 1 --- [           main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.15]
2024-05-19T03:42:06.456Z  INFO 1 --- [           main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2024-05-19T03:42:06.456Z  INFO 1 --- [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2132 ms
2024-05-19T03:42:06.935Z  INFO 1 --- [           main] cws.k8s.scheduler.Main                   : 


================================================================================================
=                                                                                              =
=  Common Workflow Scheduler for Kubernetes 1.2-SNAPSHOT (17/05/24-18:08:13)                   =
=                                                                                              =
=  If you use the Common Workflow Scheduler for research purposes, please cite the following:  =
=  Lehmann Fabian, Jonathan Bader, Friedrich Tschirpke, Lauritz Thamsen, and Ulf Leser.        =
=  "How Workflow Engines Should Talk to Resource Managers: A Proposal for a Common Workflow    =
=  Scheduling Interface." In 2023 IEEE/ACM 23rd International Symposium on Cluster, Cloud and  =
=  Internet Computing (CCGrid). Bangalore, India, 2023.                                        =
=                                                                                              =
================================================================================================


2024-05-19T03:42:08.159Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-master-c20 has RAM: 269785444352 and CPU: 32
2024-05-19T03:42:08.165Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-master-c21 has RAM: 269785411584 and CPU: 32
2024-05-19T03:42:08.165Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-master-c22 has RAM: 269785415680 and CPU: 32
2024-05-19T03:42:08.166Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c23 has RAM: 269785333760 and CPU: 32
2024-05-19T03:42:08.167Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c24 has RAM: 97986666496 and CPU: 32
2024-05-19T03:42:08.167Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c25 has RAM: 97986723840 and CPU: 32
2024-05-19T03:42:08.168Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c26 has RAM: 269785333760 and CPU: 32
2024-05-19T03:42:08.169Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c27 has RAM: 97986740224 and CPU: 32
2024-05-19T03:42:08.170Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c28 has RAM: 97986646016 and CPU: 32
2024-05-19T03:42:08.170Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c29 has RAM: 269785346048 and CPU: 32
2024-05-19T03:42:08.171Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c30 has RAM: 134594699264 and CPU: 32
2024-05-19T03:42:08.172Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c31 has RAM: 134594682880 and CPU: 32
2024-05-19T03:42:08.172Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c32 has RAM: 134594686976 and CPU: 32
2024-05-19T03:42:08.173Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c33 has RAM: 134594600960 and CPU: 32
2024-05-19T03:42:08.173Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c34 has RAM: 97981902848 and CPU: 32
2024-05-19T03:42:08.173Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c35 has RAM: 97981894656 and CPU: 32
2024-05-19T03:42:08.173Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c36 has RAM: 269780586496 and CPU: 32
2024-05-19T03:42:08.174Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c37 has RAM: 269780566016 and CPU: 32
2024-05-19T03:42:08.174Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c38 has RAM: 269780582400 and CPU: 32
2024-05-19T03:42:08.174Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c39 has RAM: 269780594688 and CPU: 32
2024-05-19T03:42:08.175Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c40 has RAM: 269780561920 and CPU: 32
2024-05-19T03:42:08.175Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c41 has RAM: 97981865984 and CPU: 32
2024-05-19T03:42:08.175Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c42 has RAM: 97981902848 and CPU: 32
2024-05-19T03:42:08.176Z  INFO 1 --- [           main] cws.k8s.scheduler.model.NodeWithAlloc    : Node hu-worker-c43 has RAM: 269780578304 and CPU: 32
2024-05-19T03:42:08.629Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-master-c20 was added
2024-05-19T03:42:08.640Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-master-c21 was added
2024-05-19T03:42:08.651Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-master-c22 was added
2024-05-19T03:42:08.663Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c23 was added
2024-05-19T03:42:08.673Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c24 was added
2024-05-19T03:42:08.679Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c25 was added
2024-05-19T03:42:08.686Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c26 was added
2024-05-19T03:42:08.690Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c27 was added
2024-05-19T03:42:08.694Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c28 was added
2024-05-19T03:42:08.697Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c29 was added
2024-05-19T03:42:08.700Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c30 was added
2024-05-19T03:42:08.703Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c31 was added
2024-05-19T03:42:08.706Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c32 was added
2024-05-19T03:42:08.708Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c33 was added
2024-05-19T03:42:08.712Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c34 was added
2024-05-19T03:42:08.717Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c35 was added
2024-05-19T03:42:08.721Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c36 was added
2024-05-19T03:42:08.724Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c37 was added
2024-05-19T03:42:08.727Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c38 was added
2024-05-19T03:42:08.729Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c39 was added
2024-05-19T03:42:08.732Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c40 was added
2024-05-19T03:42:08.734Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c41 was added
2024-05-19T03:42:08.736Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c42 was added
2024-05-19T03:42:08.738Z  INFO 1 --- [pool-2-thread-1] c.k8s.scheduler.client.KubernetesClient  : New Node hu-worker-c43 was added
2024-05-19T03:42:08.923Z  INFO 1 --- [pool-2-thread-1] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod airflow-pgbouncer-5d9f84b6c-jt87g to node hu-master-c20 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.927Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod airflow-postgres-postgresql-0 to node hu-master-c20 with Requirements{cpu=2, ram=2.00 GB}
2024-05-19T03:42:08.929Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod airflow-scheduler-78fb664656-qhpsw to node hu-master-c21 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.932Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod airflow-statsd-6bd4bdff54-jm457 to node hu-master-c20 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.935Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod airflow-triggerer-54dd6d6f5d-c788g to node hu-master-c21 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.941Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod airflow-webserver-565cf5b686-275v8 to node hu-master-c21 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.944Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod airflow-webserver-565cf5b686-jn9vl to node hu-master-c20 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.948Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod airflow-webserver-565cf5b686-lqvxr to node hu-master-c20 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.950Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod filebeat-filebeat-bff4db87b-b4zt9 to node hu-master-c22 with Requirements{cpu=0.100, ram=100.00 MB}
2024-05-19T03:42:08.952Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod filebeat-filebeat-bff4db87b-jfvxj to node hu-master-c21 with Requirements{cpu=0.100, ram=100.00 MB}
2024-05-19T03:42:08.954Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod filebeat-filebeat-bff4db87b-wsvch to node hu-master-c20 with Requirements{cpu=0.100, ram=100.00 MB}
2024-05-19T03:42:08.960Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod kraken-pod to node hu-worker-c43 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.989Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod nasty-minsky to node hu-worker-c40 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:08.990Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod nf-3faaeaba60dfa6948455eae085bb0f8d to node hu-worker-c23 with Requirements{cpu=1, ram=0 B}
2024-05-19T03:42:08.992Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod nf-ecced9fa73f731a7d35c3c29a1aaee08 to node hu-worker-c36 with Requirements{cpu=1, ram=0 B}
2024-05-19T03:42:08.993Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod nf-f0a86f0ae34a3fa52c19740ea23c6f6f to node hu-worker-c40 with Requirements{cpu=1, ram=0 B}
2024-05-19T03:42:08.994Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod nf-ffbdcf3254076de1235acf277904a9ee to node hu-worker-c29 with Requirements{cpu=1, ram=0 B}
2024-05-19T03:42:08.999Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod ubuntu-pod to node hu-worker-c40 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.001Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod es-kb-elasticsearch-master-0 to node hu-master-c21 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.002Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod es-kb-elasticsearch-master-1 to node hu-master-c21 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.005Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod es-kb-elasticsearch-master-2 to node hu-master-c20 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.009Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod es-kb-kibana-8c78f665f-m7jx4 to node hu-master-c20 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.010Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod nextflow-entrypoint to node hu-worker-c26 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.011Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod rangeland to node hu-worker-c39 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.013Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod nextflow to node hu-worker-c41 with Requirements{cpu=0, ram=2.79 GB}
2024-05-19T03:42:09.019Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-prepare-279sh to node hu-worker-c25 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.023Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-prepare-7tq28 to node hu-worker-c35 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.026Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-prepare-dqrvl to node hu-worker-c34 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.031Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-prepare-jcnx2 to node hu-worker-c24 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.036Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-prepare-kp4qr to node hu-worker-c41 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.039Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-prepare-nft58 to node hu-worker-c27 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.043Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-prepare-xf5f5 to node hu-worker-c42 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.046Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-prepare-zjnwm to node hu-worker-c28 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.047Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod workflow-scheduler to node hu-worker-c41 with Requirements{cpu=1, ram=1.95 GB}
2024-05-19T03:42:09.049Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod gpu-feature-discovery-2g5mz to node hu-worker-c38 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.050Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod gpu-feature-discovery-5jdfs to node hu-worker-c30 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.051Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod gpu-feature-discovery-cn2ws to node hu-worker-c35 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.053Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod gpu-feature-discovery-cx2ct to node hu-worker-c31 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.056Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod gpu-feature-discovery-dkxjs to node hu-worker-c34 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.059Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod gpu-feature-discovery-hl5wh to node hu-worker-c32 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.061Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod gpu-feature-discovery-m59sf to node hu-worker-c33 with Requirements{cpu=0, ram=0 B}
2024-05-19T03:42:09.063Z  INFO 1 --- [pool-2-thread-2] cws.k8s.scheduler.model.NodeWithAlloc    : Adding pod gpu-feature-discovery-n6ck4 to node hu-worker-c36 with Requirements{cpu=0, ram=0 B}
